GEOID,NAME,county_name,total_pop,poverty_rate,median_income,snap_rate,no_vehicle_rate,food_desert,food_desert_norm,tract_code,poverty_rate_norm,snap_rate_norm,no_vehicle_rate_norm,median_income_norm,need_score
12086000107,Census Tract 1.07; Miami-Dade County; Florida,Miami-Dade,3013.0,14.437437769664784,54811.0,6.8181818181818175,17.17171717171717,0.0,0.0,000107,0.6296791443850267,0.31483957219251335,0.8810160427807486,0.7139019476158496,63.38231702718331
12086000109,Census Tract 1.09; Miami-Dade County; Florida,Miami-Dade,3187.0,20.806861499364675,55179.0,14.575214341387374,8.106001558846454,0.0,0.0,000109,0.8181818181818182,0.5287433155080213,0.6470588235294118,0.7065144392209537,70.37360429244048
12086000115,Census Tract 1.15; Miami-Dade County; Florida,Miami-Dade,1788.0,7.158836689038031,97847.0,4.557640750670242,9.6514745308311,0.0,0.0,000115,0.27540106951871657,0.23195187165775402,0.7105614973262032,0.23438549361987912,34.55402003282539
12086000118,Census Tract 1.18; Miami-Dade County; Florida,Miami-Dade,1208.0,6.456953642384105,98824.0,2.032520325203252,10.772357723577237,0.0,0.0,000118,0.23195187165775402,0.11697860962566844,0.7493315508021391,0.22498321020819342,31.10394227903018
12086000120,Census Tract 1.20; Miami-Dade County; Florida,Miami-Dade,4175.0,10.035928143712574,73939.0,4.476861167002013,8.249496981891348,0.0,0.0,000120,0.42379679144385024,0.2266042780748663,0.6504010695187166,0.4486232370718603,43.46444335106288
12086000121,Census Tract 1.21; Miami-Dade County; Florida,Miami-Dade,1787.0,15.83659764969222,87500.0,1.9675925925925928,5.787037037037037,0.0,0.0,000121,0.68048128342246,0.1143048128342246,0.5254010695187166,0.3116185359301545,46.245739702560314
12086000122,Census Tract 1.22; Miami-Dade County; Florida,Miami-Dade,3883.0,3.528199845480299,92524.0,5.167674546454096,5.332600329851567,0.0,0.0,000122,0.09024064171122995,0.25133689839572193,0.49732620320855614,0.27535258562793824,24.089939413093525
12086000123,Census Tract 1.23; Miami-Dade County; Florida,Miami-Dade,4099.0,13.905830690412296,56500.0,4.5687885010266935,3.747433264887064,0.0,0.0,000123,0.6096256684491979,0.232620320855615,0.3877005347593583,0.6830087306917394,50.45161846410217
12086000124,Census Tract 1.24; Miami-Dade County; Florida,Miami-Dade,3515.0,10.49645390070922,42105.0,39.49771689497717,14.079147640791476,0.0,0.0,000124,0.446524064171123,0.9044117647058824,0.8435828877005348,0.8730691739422431,70.28223909381812
12086000125,Census Tract 1.25; Miami-Dade County; Florida,Miami-Dade,4314.0,16.249420491423272,50440.0,4.878048780487805,7.784120394395433,0.0,0.0,000125,0.69451871657754,0.24532085561497327,0.6377005347593583,0.7642713230355943,60.72660293130012
12086000126,Census Tract 1.26; Miami-Dade County; Florida,Miami-Dade,1978.0,27.80586450960566,32600.0,11.607992388201712,18.173168411037107,0.0,0.0,000126,0.9231283422459893,0.4612299465240642,0.891042780748663,0.9543317662860981,83.05722356101609
12086000127,Census Tract 1.27; Miami-Dade County; Florida,Miami-Dade,2547.0,13.191990577149587,46933.0,7.295504789977893,8.179808400884303,0.0,0.0,000127,0.5782085561497327,0.33088235294117646,0.6490641711229946,0.8025520483546004,58.77831369436473
12086000128,Census Tract 1.28; Miami-Dade County; Florida,Miami-Dade,3887.0,6.0200668896321075,78427.0,5.9667240390131955,6.597819850831899,0.0,0.0,000128,0.21390374331550802,0.2800802139037433,0.5762032085561497,0.3922095366017461,33.526008913853104
12086000129,Census Tract 1.29; Miami-Dade County; Florida,Miami-Dade,2190.0,4.794520547945205,106950.0,2.188392007611798,9.60989533777355,0.0,0.0,000129,0.1463903743315508,0.12366310160427807,0.7078877005347594,0.17595701813297515,26.00577137870228
12086000130,Census Tract 1.30; Miami-Dade County; Florida,Miami-Dade,2698.0,6.639313688922044,88350.0,3.0660377358490565,5.267295597484277,0.0,0.0,000130,0.24598930481283424,0.16109625668449198,0.49064171122994654,0.3055742108797851,28.985815768397842
12086000131,Census Tract 1.31; Miami-Dade County; Florida,Miami-Dade,4637.0,13.257987394044774,78388.0,4.512820512820513,4.564102564102565,0.0,0.0,000131,0.5848930481283422,0.22794117647058823,0.4391711229946524,0.39355271994627267,44.60902231336396
12086000132,Census Tract 1.32; Miami-Dade County; Florida,Miami-Dade,5441.0,21.65043190589965,38768.0,9.492635024549918,17.610474631751227,0.0,0.0,000132,0.8348930481283422,0.40240641711229946,0.8856951871657754,0.9086635325721961,77.33102466213913
12086000134,Census Tract 1.34; Miami-Dade County; Florida,Miami-Dade,3208.0,16.893461666113506,41633.0,15.19575315195753,13.138686131386862,0.0,0.0,000134,0.7152406417112299,0.5447860962566845,0.8228609625668449,0.8791134989926125,73.54483682477203
12086000140,Census Tract 1.40; Miami-Dade County; Florida,Miami-Dade,3652.0,11.418400876232202,66146.0,10.558624923265809,5.2793124616329035,0.0,0.0,000140,0.4959893048128342,0.428475935828877,0.4919786096256685,0.5594358629952989,49.43738036151025
12086000141,Census Tract 1.41; Miami-Dade County; Florida,Miami-Dade,1730.0,10.92485549132948,78265.0,21.303258145363408,11.278195488721805,0.0,0.0,000141,0.47192513368983957,0.6717914438502673,0.7693850267379679,0.39422431161853594,55.58502099172902
12086000142,Census Tract 1.42; Miami-Dade County; Florida,Miami-Dade,4666.0,18.516930990141447,68661.0,4.185832566697332,13.523459061637537,0.0,0.0,000142,0.7593582887700535,0.21457219251336898,0.8308823529411765,0.5305574210879785,61.89457088165263
12086000143,Census Tract 1.43; Miami-Dade County; Florida,Miami-Dade,3155.0,16.237686685732445,49559.0,1.160092807424594,17.053364269141532,0.0,0.0,000143,0.6938502673796791,0.0748663101604278,0.8796791443850267,0.7763599731363331,62.37211924882291
12086000144,Census Tract 1.44; Miami-Dade County; Florida,Miami-Dade,1221.0,4.995904995904995,84299.0,3.3840947546531304,3.0456852791878175,0.0,0.0,000144,0.16042780748663102,0.17647058823529413,0.32486631016042783,0.33848220282068503,23.213494323793384
12086000145,Census Tract 1.45; Miami-Dade County; Florida,Miami-Dade,3173.0,3.131920278392913,158218.0,10.813397129186605,0.4784688995215311,0.0,0.0,000145,0.07018716577540107,0.4391711229946524,0.08355614973262032,0.042981867024848894,14.121669426058475
12086000146,Census Tract 1.46; Miami-Dade County; Florida,Miami-Dade,4530.0,7.792494481236203,102576.0,0.547945205479452,1.0410958904109588,0.0,0.0,000146,0.31283422459893045,0.05113636363636364,0.13836898395721925,0.20013431833445267,20.30616230251793
12086000204,Census Tract 2.04; Miami-Dade County; Florida,Miami-Dade,4211.0,19.395525940028556,61518.0,21.585160202360875,4.806070826306914,0.0,0.0,000204,0.7834224598930482,0.6818181818181818,0.45588235294117646,0.6151779717931498,66.3944685267721
12086000206,Census Tract 2.06; Miami-Dade County; Florida,Miami-Dade,6552.0,17.46031746031746,47147.0,33.068362480127185,14.732379438261791,0.0,0.0,000206,0.7286096256684492,0.8335561497326203,0.8556149732620321,0.7998656816655474,78.92512111994196
12086000211,Census Tract 2.11; Miami-Dade County; Florida,Miami-Dade,2719.0,14.23317396101508,54821.0,18.993839835728956,8.624229979466119,0.0,0.0,000211,0.6216577540106952,0.6243315508021391,0.6664438502673797,0.7132303559435863,64.94642530068991
12086000212,Census Tract 2.12; Miami-Dade County; Florida,Miami-Dade,4582.0,19.052987598647125,36114.0,28.515842134519175,12.72929405225125,0.0,0.0,000212,0.7767379679144385,0.7921122994652406,0.8114973262032086,0.9328408327736736,81.79852788542
12086000213,Census Tract 2.13; Miami-Dade County; Florida,Miami-Dade,5618.0,6.461374154503383,63987.0,22.52027448533999,9.295071740486588,0.0,0.0,000213,0.23328877005347592,0.6991978609625669,0.6951871657754011,0.5815983881799865,48.85121910049813
12086000215,Census Tract 2.15; Miami-Dade County; Florida,Miami-Dade,5604.0,13.107324147933284,57024.0,13.112745098039216,5.759803921568627,0.0,0.0,000215,0.5735294117647058,0.4979946524064171,0.5227272727272727,0.6729348556077904,56.81431208541784
12086000216,Census Tract 2.16; Miami-Dade County; Florida,Miami-Dade,4719.0,8.171538297418392,64861.0,26.31578947368421,9.86842105263158,0.0,0.0,000216,0.3335561497326203,0.7620320855614974,0.7212566844919787,0.5728676964405641,54.465375319185625
12086000218,Census Tract 2.18; Miami-Dade County; Florida,Miami-Dade,3064.0,30.66490241481972,37650.0,38.515546639919755,14.944834503510531,0.0,0.0,000218,0.9518716577540107,0.8937165775401069,0.858957219251337,0.9194089993284084,91.51652223255749
12086000219,Census Tract 2.19; Miami-Dade County; Florida,Miami-Dade,4965.0,16.16311007817452,43824.0,30.01852995676343,12.168004941321804,0.0,0.0,000219,0.6905080213903744,0.80548128342246,0.7941176470588235,0.8495634654130289,76.60356877350122
12086000220,Census Tract 2.20; Miami-Dade County; Florida,Miami-Dade,5448.0,29.079189686924497,39846.0,33.618721461187214,12.385844748858448,0.0,0.0,000220,0.9358288770053476,0.8462566844919787,0.8014705882352942,0.8999328408327737,88.38635735141483
12086000221,Census Tract 2.21; Miami-Dade County; Florida,Miami-Dade,2150.0,11.94322075379344,72311.0,21.247892074198987,0.0,0.0,0.0,000221,0.5260695187165776,0.6704545454545454,0.03542780748663102,0.47212894560107455,44.60300671950812
12086000222,Census Tract 2.22; Miami-Dade County; Florida,Miami-Dade,4128.0,16.63760896637609,53313.0,25.105485232067508,5.20393811533052,0.0,0.0,000222,0.7045454545454546,0.7406417112299465,0.4859625668449198,0.7340496977837475,67.39489769899046
12086000223,Census Tract 2.23; Miami-Dade County; Florida,Miami-Dade,2862.0,9.76342470897484,40417.0,25.189393939393938,5.776515151515151,0.0,0.0,000223,0.40975935828877,0.7413101604278075,0.5247326203208557,0.8972464741437206,59.65615942939848
12086000224,Census Tract 2.24; Miami-Dade County; Florida,Miami-Dade,4506.0,20.81668885929871,37079.0,18.112798264642084,17.35357917570499,0.0,0.0,000224,0.8188502673796791,0.6056149732620321,0.8823529411764706,0.9247817327065144,81.00900363808752
12086000225,Census Tract 2.25; Miami-Dade County; Florida,Miami-Dade,4337.0,12.035969564214897,52565.0,26.418152350081037,5.6726094003241485,0.0,0.0,000225,0.5340909090909091,0.7640374331550802,0.5140374331550802,0.738079247817327,61.68671864618611
12086000226,Census Tract 2.26; Miami-Dade County; Florida,Miami-Dade,2797.0,11.941365749016803,71250.0,19.5273631840796,11.194029850746269,0.0,0.0,000226,0.5254010695187166,0.6350267379679144,0.768048128342246,0.4882471457353929,58.84248302165973
12086000227,Census Tract 2.27; Miami-Dade County; Florida,Miami-Dade,3170.0,20.934638459109568,43790.0,45.08009153318078,17.84897025171625,0.0,0.0,000227,0.821524064171123,0.9418449197860963,0.8897058823529411,0.8509066487575554,86.51011158477678
12086000228,Census Tract 2.28; Miami-Dade County; Florida,Miami-Dade,2778.0,21.916817359855333,45516.0,21.83794466403162,3.458498023715415,0.0,0.0,000228,0.8422459893048129,0.6878342245989305,0.36363636363636365,0.8226997985224983,71.17324730734836
12086000302,Census Tract 3.02; Miami-Dade County; Florida,Miami-Dade,2087.0,5.5103018687110685,80500.0,14.47811447811448,4.208754208754209,0.0,0.0,000302,0.18315508021390375,0.5247326203208557,0.4197860962566845,0.3646742780389523,33.510063100886
12086000306,Census Tract 3.06; Miami-Dade County; Florida,Miami-Dade,4913.0,24.397590361445783,44622.0,26.73950546290972,16.04370327774583,0.0,0.0,000306,0.8763368983957219,0.7693850267379679,0.8703208556149733,0.8361316319677636,84.57022622224298
12086000307,Census Tract 3.07; Miami-Dade County; Florida,Miami-Dade,4069.0,13.15854563442988,55859.0,32.92910447761194,9.701492537313433,0.0,0.0,000307,0.5762032085561497,0.8315508021390374,0.713903743315508,0.6957689724647415,67.87259870063173
12086000308,Census Tract 3.08; Miami-Dade County; Florida,Miami-Dade,4708.0,8.276768119115394,69924.0,25.252525252525253,5.361305361305361,0.0,0.0,000308,0.34024064171123,0.7433155080213903,0.49866310160427807,0.5083948959032908,48.61709577902838
12086000309,Census Tract 3.09; Miami-Dade County; Florida,Miami-Dade,3905.0,6.785508913168488,43839.0,29.45590994371482,14.540337711069418,0.0,0.0,000309,0.25267379679144386,0.8001336898395722,0.8516042780748663,0.8488918737407656,60.11954870476184
12086000310,Census Tract 3.10; Miami-Dade County; Florida,Miami-Dade,2967.0,22.008113590263697,50500.0,32.173174872665534,14.00679117147708,0.0,0.0,000310,0.8449197860962567,0.8248663101604278,0.8422459893048129,0.7635997313633311,82.4110320604217
12086000311,Census Tract 3.11; Miami-Dade County; Florida,Miami-Dade,4430.0,30.519187358916476,36822.0,48.85193982581155,7.28424386381631,0.0,0.0,000311,0.9491978609625669,0.9632352941176471,0.6129679144385026,0.9274680993955675,88.04134059753702
12086000312,Census Tract 3.12; Miami-Dade County; Florida,Miami-Dade,3638.0,16.86046511627907,40398.0,23.699421965317917,12.716763005780344,0.0,0.0,000312,0.713903743315508,0.714572192513369,0.8108288770053476,0.8979180658159839,77.02253243931433
12086000402,Census Tract 4.02; Miami-Dade County; Florida,Miami-Dade,4315.0,17.463278153415715,48796.0,30.0,6.124031007751938,0.0,0.0,000402,0.7292780748663101,0.8048128342245989,0.5461229946524064,0.781061114842176,71.81106186903602
12086000405,Census Tract 4.05; Miami-Dade County; Florida,Miami-Dade,3796.0,24.289544235924936,56073.0,19.98166819431714,9.25756186984418,0.0,0.0,000405,0.875,0.6450534759358288,0.6931818181818182,0.6910678307588985,75.58606249753092
12086000408,Census Tract 4.08; Miami-Dade County; Florida,Miami-Dade,6253.0,25.298290873911643,43028.0,50.53042992741486,20.21217197096594,0.0,0.0,000408,0.891042780748663,0.9712566844919787,0.9164438502673797,0.8589657488247145,90.57503690162801
12086000409,Census Tract 4.09; Miami-Dade County; Florida,Miami-Dade,4372.0,19.48764867337603,57000.0,43.0,2.083333333333333,0.0,0.0,000409,0.7867647058823529,0.9298128342245989,0.2429812834224599,0.674278038952317,68.41203136728164
12086000410,Census Tract 4.10; Miami-Dade County; Florida,Miami-Dade,5146.0,18.743923779895,56815.0,41.37033824804857,2.0815264527320037,0.0,0.0,000410,0.7647058823529411,0.9197860962566845,0.24197860962566844,0.6776359973136333,67.37624935803738
12086000411,Census Tract 4.11; Miami-Dade County; Florida,Miami-Dade,6043.0,18.71586960119146,42594.0,45.87603709126403,18.20400195217179,0.0,0.0,000411,0.7640374331550802,0.945855614973262,0.893048128342246,0.8643384822028207,84.62634183656978
12086000413,Census Tract 4.13; Miami-Dade County; Florida,Miami-Dade,5622.0,22.118826055833928,57500.0,28.986486486486484,4.9324324324324325,0.0,0.0,000413,0.8469251336898396,0.7961229946524064,0.4632352941176471,0.6635325721961047,72.33482256691676
12086000414,Census Tract 4.14; Miami-Dade County; Florida,Miami-Dade,5011.0,20.48917401764234,45740.0,26.08459869848156,12.47288503253796,0.0,0.0,000414,0.8114973262032086,0.7580213903743316,0.8048128342245989,0.8186702484889188,80.08998250988533
12086000415,Census Tract 4.15; Miami-Dade County; Florida,Miami-Dade,2099.0,12.196283944735589,60893.0,21.20300751879699,12.180451127819548,0.0,0.0,000415,0.5407754010695187,0.6697860962566845,0.7947860962566845,0.6279382135661518,63.48122416437116
12086000416,Census Tract 4.16; Miami-Dade County; Florida,Miami-Dade,4996.0,27.16172938350681,30585.0,52.35876528829354,25.0436808386721,0.0,0.0,000416,0.9117647058823529,0.9786096256684492,0.9471925133689839,0.9664204163868368,94.31503934377953
12086000417,Census Tract 4.17; Miami-Dade County; Florida,Miami-Dade,4500.0,23.037580609295087,42665.0,35.797665369649806,22.73485269594219,0.0,0.0,000417,0.8556149732620321,0.8689839572192514,0.9318181818181818,0.8636668905305575,87.5139795218411
